commenter,commenter_city,content,sentiment
去*户,河北,一日游的安排很满意，冬天的长恨歌绝美，导游粥粥的服务也特别的好，讲解也很到位。还有司机马师傅，人也特别的热情。玩的很开心～,积极
去*户,陕西,赵导讲解很到位   带我们感受了一天的大秦  很真实  爱上了历史  车上很干净  很好  推荐！,积极
去*户,陕西,导游非常认真负责讲解的也很细致入微给五星好评,积极
去*户,陕西,赵导游很贴心，讲解的很到位，也很有趣，能吸引我们的注意力，感觉不虚此行，了解了西安的历史，华清宫不仅是杨贵妃沐浴的地方，更是西安事变发生地，此次真的是学到了很多。兵马俑更是非常的壮观，三分看七分听，师傅开车十分稳，赞👍🏻。,积极
去*户,陕西,一上车啊呀导游浩浩又高又帅，大过年心情更加美丽，我们三个妈妈带着孩子出行，感谢一路的照顾，感受到了西安的土、水、人,积极
u*7,陕西,导游靳琳安排的旅程及时间很到位合理，讲解的很吸引人，果然三分靠看，七分靠讲。下次再来西安旅游还选这导游！,积极
b*3,陕西,导游张虎，司机8378敬师傅。车开的很平稳，行程安排合理，午餐丰富。张导讲解详细生动，非常照顾团里老人和孩子。推荐。,积极
v*7,陕西,网上购票，直接刷身份证入园，很方便。门口有20一位的导游讲解，有必要请一个。逛完所有以后不用听信导游去看什么VR全景，看完不枉此行这种鬼话。那个VR是所有里面最烂的东西，镜头模糊不清，画质跟特效效果都差，二楼的环绕电影也很烂，根本不值得。抛去这些其他都很满意！意外之喜是竟然在旅游景区外吃到了好吃的biangbiang面，店名不记得，你们随缘吃吧特产是石榴跟柿子，石榴出景区去外面马路买10块钱5个，至少不亏，品质的话要自己大概看一眼。我买了7个，烂了两个，花了15块。物价也还行吧，就是黑心商家真的多，自己分辨,消极
去*户,陕西,这次一日游真是太棒了！从一开始的策划到最后的结束，整个过程都十分顺畅。导游小王非常专业，知识丰富，态度热情，让我们对这个陌生的地方有了更深的了解。景点的选择非常棒，既有美丽的自然风光，又有历史悠久的文化古迹。尤其是在那座古城里，仿佛穿越了时空，回到了古代。在那里，我们品尝了当地特色美食，味道真是让人回味无穷。,积极
去*户,陕西,行程的安排也很合理，不会感觉太累。整个一日游下来，我们既欣赏到了美丽的风景，又学到了很多知识，真是物超所值。总之，这次一日游让我印象深刻，不仅感受到了大自然的神奇魅力，还体验了浓厚的历史文化。我相信，这次旅行将成为我一生中最美好的回忆之一,积极
n*9,陕西,很开心的一次团，纯玩无购物，导游温柔，服务特别好！每个细节都明明白白，早上接团还很耐心的打电话，等我们，真是很方便👍👍,积极
去*户,上海,今天去了秦始皇陵博物馆和华清池，一路都有讲解，定之前本来想放弃长恨歌，觉得我妈不了解历史，没必要花这个钱，没想到我妈居然很想看，就买了票，妈妈一路很兴奋，看完后还很庆幸，还好没错过～是的，还好没错过～,消极
去*户,陕西,非常感谢贾琛导游给我们带队，讲解专业，服务热心，尽管天气炎热，但我们全程很轻松，学到很多历史知识。特别值得夸奖的是，我们队里有位游客手机不慎遗失，小贾导游第一时间想了各种办法联系景区帮忙找到手机，给小贾导游点赞，一次愉快的旅行，全程没有强制消费。,积极
葡*6,陕西,给爸妈报了兵马俑  华清池一日游，天气给力，父母玩的很开心，感谢小严导游的全程陪同和讲解。让老人对历史进一步了解。整个行程很轻松，没有强制性购物。很赞👍,积极
去*户,广东,导游，真心要给你一个大大的赞！在兵马俑一日游中， 专业讲解让我们对兵马俑有了更深刻的认识，历史仿佛在你们口中鲜活起来。耐心解答每一个问题，细心照顾每一位团员，全程都热情满满。你的服务让这次旅行体验超棒，给我们留下了美好的回忆，期待下一次还能在你的带领下探索更多精彩，感谢你！,积极
w*2,陕西,西安确实人多，热门景点是人从众，兵马俑的水果特别便宜又好吃，旅游团安排的午餐也不错哦，还送了一把可爱的小风扇！,积极
去*户,陕西,华华导游富有激情，不拘泥于传统。有较为丰富的带队经验。性格开朗大方，有很高的职业道德和内在修养。非常感谢导游的这次导游服务，我们玩得很开心，导游也辛苦了，能看出来导游都是非常尽心尽力得在为我们服务，导游的讲解也非常的有趣。,积极
去*户,陕西,王晗导游，为我们安排的行程真的太棒了！每一天都充满了惊喜和乐趣，让我们领略到了这个城市的独特魅力。无论是参观历史古迹还是品尝当地美食，都让我们流连忘返。感谢你对细节的关注和精心的安排，让我们度过了一个难忘的旅程。,积极
h*8,陕西,邸艳丽导游还是非常负责的，全程取票带领很有耐心。扣的这颗心扣在了兵马俑博物馆里面的讲解员身上，为了带我们去博物馆旁边卖玉的地方，为了让我们买玉，全程都在铺垫，我不气推销，气的是我们大老远过来至少应该说一下还有个丽山园的铜安车，回来上网一查，门票里面明明包含了这个馆，提都没有提一嘴，觉得远我们不去是我们的事，作为专业讲解员连告知都不告知，直接跳过这个环节带去看玉推销玉，这个算是失职的一部分。,积极
去*户,陕西,这次旅行非常愉快，全程无推销。导游蒲老师，蒲公英小姐姐非常专业，一路上不辞辛苦照顾我们每一位游客，非常耐心。这趟旅程我们导游一直在给我们做专业的历史讲解，很负责任，才让我们深刻地了解西安的历史文化！非常棒的旅行经历,积极
去*户,陕西,此次的兵马俑博物馆和华清池景区很值.得带孩子一起来参观学习的！ 3593司机师傅开车的服务很好👍，每次上车温度凉爽适中！ 小贾帅哥的服务真的非常好👍！很细心又专业的为大家讲解西安事变和杨贵妃泡温泉池等， 这次出行愉快，好玩,积极
去*户,陕西,蔡导安排妥当，为人幽默，讲解的非常好👍，耐心讲解，热情服务，对历史讲解细致，内容丰富多彩，小朋友们都非常喜欢蔡导。特别是华清池，讲解让人听了如痴如醉，朋友来西安，一定推荐这家旅行社，推荐蔡导。蔡导还贴心给了小礼物。西安旅游YYDS。,积极
去*户,陕西,第一次抱团当地一日游，体验感超级棒，特别是帅气和才气兼备的蔡导，妙语如珠，讲解深入。还包一顿饺子宴午餐，性价比高，强烈推荐蔡导。行程安排很合理，全程无推荐购物，纯玩体验就是好，希望以后抱团当地游都是这样的～,积极
去*户,陕西,浩浩导游挺认真负责的。尤其是讲解的很好也有趣，跟着涨了不少知识。我选的是晚出发可能算是漫游，不慌不忙也不赶，很适合带着孩子一起吃吃喝喝看一路。我还想着继续看看其它线路一日游，希望还是能遇到浩浩导游这样的金牌🏅导游👍,积极
去*户,山东,看了长恨歌觉得值票价钱，现场的音效，场景震撼到我了，整个骊山的灯亮起来，太美了,积极
s*g,陕西,秦始皇兵马俑博物馆不错❤️👍,积极
浮*8,湖北,2024的第一个月 今天看了长恨歌演出 咱就是说 从来没有坐到过这么靠前的位置 哈哈哈,积极
去*户,陕西,愉快的一天结束了！这次行程导游张虎给我和家人安排的行程很合理。上午到的华清宫，下车就用风趣的语言给我们介绍山上的景点，进入华清宫详细介绍了各个景点的历史介绍；中午给我们安排了饺子宴，很不错；下午我们参观了兵马俑，张虎导游给我们介绍了关于很多细节，甚至细到了发丝。我们的司机潘师傅经验丰富，开车很平稳,积极
去*户,辽宁,秦始皇的兵马俑是中国古代文明的瑰宝，也是我这次一日游的最大收获。每一个兵马俑都代表了一个时代的辉煌，他们的存在让我们能够更直观地感受到那个时代的繁荣与强盛。这次旅行让我深感震撼，也让我更加珍惜和热爱我们的文化遗产,积极
去*户,陕西,第一次来西安，还好旅游跟了团。小胡导游很专业很负责，对华清宫和秦始皇陵的历史背景讲解清楚，印象最深是他对“西安事变”的讲述，感染力强。中途掉队一次，他也耐心对待，给小胡导游点赞，也给负责的老胡司机点赞👍,积极
a*1,陕西,这个一日游行程很划算，包含两个景区门票，全程有导游跟进，除了午餐简陋了点，兵马俑人暴多，别的都挺好，聂导很有耐性，给聂导点赞👍🏻,积极
去*户,北京,小冉导游很好帮了不少旅途小问题，想的很到位，的确全程无购物车接车送。 兵马俑很震撼，吃的就是辣，不过很过瘾，跟团游适合时间紧张不爱做攻略的朋友。 各方面都挺不错的，希望有机会还能跟小冉导游的团,积极
